fingerprint,review_id,app_id,app_name,country,rating,title,content,original_content,author,version,review_date,is_most_helpful,source,is_short,is_spam
c36a93d546c9ba05c50382697f68740d38951210e170c9f2ad39b592f49a0c10,14570334450,1503466530,迅雷,cn,1,要不是指定 狗才来用,启动广告 播放前广告 下载限速 播放卡顿 逼着人开会员,启动广告 播放前广告 下载限速 播放卡顿 逼着人开会员,下了个爱屁屁竟然不能用的土鳖少女,25.2.31,2026-09-20T00:37:56Z,False,itunes_rss_mostRecent,False,False
e5d56aea07665613ca45618fe49ff963502bb36b33f2f02a86bf0bb996e98d62,14568482646,1503466530,迅雷,cn,1,垃圾 不花钱就用不了的垃圾,垃圾 不花钱就用不了的垃圾,垃圾 不花钱就用不了的垃圾,那些年没联系玩,25.2.31,2026-09-19T14:18:30Z,False,itunes_rss_mostRecent,False,False
d3c4df020b8d4ee63d4d2724a759e6efe0ff1f919ef2777af2449ee623308b00,14567493579,1503466530,迅雷,cn,1,流氓软件,商店下载的迅雷，根本无法下载，点击下载就需要去官网下载完整版，商店里的就是个诱饵，做出来仅仅是满足苹果要求的引流软件,商店下载的迅雷，根本无法下载，点击下载就需要去官网下载完整版，商店里的就是个诱饵，做出来仅仅是满足苹果要求的引流软件,给个面子-os,5.11.1,2026-09-19T08:49:30Z,False,itunes_rss_mostRecent,False,False
63166d2cc4ae047ebbd5b45cae16792a0ae32b617317606593af26c38089d60a,14567209130,1503466530,迅雷,cn,1,垃圾中的垃圾,世界上最垃圾的软件 堪比黄片制造机,世界上最垃圾的软件 堪比黄片制造机,你的杰Jie,25.2.31,2026-09-19T06:54:13Z,False,itunes_rss_mostRecent,False,False
7c89743e7a86d2f5b2a26d69b18329e38f6c3469e84e7b8d9c7cd97e107004f3,14567053404,1503466530,迅雷,cn,1,垃圾迅雷,我想的很无语，看个剧动不动就卡，wifi卡流量卡！到底要我怎么样！！！给钱了就不卡了是吧！动不动就跳到淘宝！无语了。你baba的G点都没有你敏感！！,我想的很无语，看个剧动不动就卡，wifi卡流量卡！到底要我怎么样！！！给钱了就不卡了是吧！动不动就跳到淘宝！无语了。你baba的G点都没有你敏感！！,迅雷去s,25.2.31,2026-09-19T05:48:19Z,False,itunes_rss_mostRecent,False,False
d83a59c492a95795b8f48178282d89847a10dcb4f89d863c30208dd3a4b1c013,14563629527,1503466530,迅雷,cn,1,逼着用户充会员。,不充会员就得卡是吧，卡***。,不充会员就得卡是吧，卡***。,2009—123,25.2.31,2026-09-18T09:53:21Z,False,itunes_rss_mostRecent,False,False
931f3a003ee1cd7b03de6491ef38b58ddc054e6e4c34282d0b852fca4063e0a0,14563260191,1503466530,迅雷,cn,5,20年的迅雷,完美适配IOS，20年的使用,完美适配IOS，20年的使用,愚者大人笑,5.11.1,2026-09-18T07:09:10Z,False,itunes_rss_mostRecent,False,False
4506e4b4d2fb27c65d0ba65118aca690a40d0e338e1d5e5640e7758669d0de55,14562533967,1503466530,迅雷,cn,1,越改越不行,同样的网络环境，以前看什么都不会卡，现在随便打开一个都要一种缓冲，体验感完全差劲,同样的网络环境，以前看什么都不会卡，现在随便打开一个都要一种缓冲，体验感完全差劲,wasgray,25.2.31,2026-09-18T01:42:24Z,False,itunes_rss_mostRecent,False,False
2690cc207982442fbba9b973094e5816ceace435df0c3ac915d28072a519f69e,14561021262,1503466530,迅雷,cn,1,不充钱就限速,不仅有开屏广告还不充钱就限速，基本很难下载大文件,不仅有开屏广告还不充钱就限速，基本很难下载大文件,愁看残江乱雨,25.2.31,2026-09-17T16:31:16Z,False,itunes_rss_mostRecent,False,False
0f37a497735e645e8b0950f6fa77a93f608ea841df04f537b97b622e477c9c38,14560719418,1503466530,迅雷,cn,1,小垃圾一天天到处发小广告骗下载,小垃圾一天天到处发小广告骗下载,小垃圾一天天到处发小广告骗下载,臭迅雷,25.2.31,2026-09-17T15:01:46Z,False,itunes_rss_mostRecent,False,False
