fingerprint,review_id,app_id,app_name,country,rating,title,content,original_content,author,version,review_date,is_most_helpful,source,is_short,is_spam
42f2b5b213e987a7cd331884a23375d7a7324f498f7ee050901125e01414dab3,14558763333,6670396916,可灵AI (国内版),cn,5,看好你,还可以吧,还可以吧,博客调任,3.8.20,2026-09-17T02:15:09Z,False,itunes_rss_mostRecent,False,False
89bec847db28094d9897554780c2f7d7006e3cda775748d92e25a8572f5f22f3,14553127450,6670396916,可灵AI (国内版),cn,1,破软件,破软件，进去了注册不了打语音电话填验证码又跳超时，活该你干不过其他ai,破软件，进去了注册不了打语音电话填验证码又跳超时，活该你干不过其他ai,h d j d j c b d n su s s n ew,3.8.20,2026-09-15T15:46:32Z,False,itunes_rss_mostRecent,False,False
34df6cf47590708ae12cf57633d0828ac1bb399de6e6020843da229fc4274b24,14551941467,6670396916,可灵AI (国内版),cn,1,拉完了,完全浪费钱,完全浪费钱,jwjwjwjwja,3.8.20,2026-09-15T09:05:19Z,False,itunes_rss_mostRecent,False,False
748802de35fb8c0ae80a45c94affbd50c4ece0fabff4cee49b2889b93e980a3a,14551380236,6670396916,可灵AI (国内版),cn,5,好,好,好,沐野一弓,3.8.20,2026-09-15T04:30:10Z,False,itunes_rss_mostRecent,True,False
69f7c5d7f71e86528ca6fcc3aa3c1586bc7cc692a66108c47708799f28885a77,14548263263,6670396916,可灵AI (国内版),cn,5,果然很惊喜,其实我是想做一只瘦弱无助的小狗，结果🤣🤣🤣,其实我是想做一只瘦弱无助的小狗，结果🤣🤣🤣,A爱666,3.8.20,2026-09-14T09:32:37Z,False,itunes_rss_mostRecent,False,False
c50de36e3f8ea457089c091df0ed96954850b87d836f58d019e5b142cc966b08,14547415818,6670396916,可灵AI (国内版),cn,1,不好用,不好用很差验证码登上去，又要语音验证码，登了三次都不行太差了不好👎。,不好用很差验证码登上去，又要语音验证码，登了三次都不行太差了不好👎。,可灵精怪,3.8.20,2026-09-14T02:50:02Z,False,itunes_rss_mostRecent,False,False
d9429ae979d7a940a2a6e935986a538be080f9a4016298cf7673e848bcd6f564,14541228995,6670396916,可灵AI (国内版),cn,1,不要脸,脸都不要了，会员没到期先把灵感值清掉了,脸都不要了，会员没到期先把灵感值清掉了,你的大爷爷的大爷爷,3.8.20,2026-09-12T14:27:24Z,False,itunes_rss_mostRecent,False,False
bd7c08a3289610ebaf646e99525f578206f777e2d33dd9958d9a6e6513d93a93,14540260923,6670396916,可灵AI (国内版),cn,3,生成时间,生成的时间有点慢 比豆包慢 而且豆包还不要钱,生成的时间有点慢 比豆包慢 而且豆包还不要钱,一路向前向前走,3.8.20,2026-09-12T09:10:34Z,False,itunes_rss_mostRecent,False,False
79a751265201342ce0425c0dba85637121d446c1f6384a433aa60cf0f1daa0e3,14530141615,6670396916,可灵AI (国内版),cn,1,垃圾,一个视频都不敢生成，就让我给钱？公司穿越了吧古代来的,一个视频都不敢生成，就让我给钱？公司穿越了吧古代来的,苏州啊成,3.8.20,2026-09-09T18:13:57Z,False,itunes_rss_mostRecent,False,False
631f617071e012954ad7bd8e7c34ee35bef1af880813cdec2307fdb4feb3774e,14528536962,6670396916,可灵AI (国内版),cn,1,垃圾,太垃圾，要钱,太垃圾，要钱,狗婆婆MSN,3.8.10,2026-09-09T09:58:16Z,False,itunes_rss_mostRecent,False,False
44fe2dea5b2534692869f7e78cf58d17baa36d930a6059532fa62e0676cd7d3f,14528252761,6670396916,可灵AI (国内版),cn,1,登录不进去？！来回卡验证！,怎么就登录不了，验证一次，语音验证码又一次，来回验证就是登不了？垃圾？,怎么就登录不了，验证一次，语音验证码又一次，来回验证就是登不了？垃圾？,Roen1122,3.8.10,2026-09-09T07:50:53Z,False,itunes_rss_mostRecent,False,False
07ba31ca4e7f0a13dd038ef2c9772d2cf245de9c5b77c8286a932f32d1a13bc7,14525772306,6670396916,可灵AI (国内版),cn,5,AI创作,特别好用,特别好用,焦静宇,3.8.10,2026-09-08T15:52:37Z,False,itunes_rss_mostRecent,False,False
8975920a343292fac29b67fd54f63d093b7aaa25d49ea398269ad7f8ab6f47fd,14523813175,6670396916,可灵AI (国内版),cn,5,实用的应用,刚朋友推荐下载的，试了一下还不错，值得关注,刚朋友推荐下载的，试了一下还不错，值得关注,未来的未来1111,,2026-09-08T03:16:32Z,True,web_ssr_helpful,False,False
6167c654c713f3008d34c9843ca8b7d5692149415291dbef4b0321774826c7ab,14512816313,6670396916,可灵AI (国内版),cn,5,点赞！,时代光荣,时代光荣,青墨者～,3.8.10,2026-09-05T09:03:29Z,False,itunes_rss_mostRecent,False,False
3c4ed8e2554e6fabcb15e03fbfbacebf3207c975e8ce9d9116bdd4f5aa9ec79c,14510734711,6670396916,可灵AI (国内版),cn,5,不错的视频工具,好好好用  第一次用，速度快，比豆包在视频制作方面强,好好好用  第一次用，速度快，比豆包在视频制作方面强,非凡的一米阳光,3.8.10,2026-09-04T19:16:52Z,False,itunes_rss_mostRecent,False,False
d7ae2bb0ad9e3781fa29e67cde1bdb1d7320eeb6f904ff58e1a30d4c1a69c290,14501061185,6670396916,可灵AI (国内版),cn,5,服装人必备软件,太好用啦 虽然有时候还是会有点错误但整体来说还是解决了很大的问题，也节约了服装拍摄成本,太好用啦 虽然有时候还是会有点错误但整体来说还是解决了很大的问题，也节约了服装拍摄成本,圆子呀,,2026-09-02T09:19:16Z,True,web_ssr_helpful,False,False
9d3b41c1ace3318b52745498f928d8cccdb28b42d5732290c5de3561804f277a,14497395227,6670396916,可灵AI (国内版),cn,1,辣鸡，听不懂人话,同样的话术，用微信小程序中的ai生图，生成的十分符合我的要求，而这么大一个公司的软件，我需要不断的调整话术，生成的图片始终无法达到要求，我不相信那么大公司的ai算法没有一个都没听过名字公司的厉害，想了想，无非就是想坑钱罢了,同样的话术，用微信小程序中的ai生图，生成的十分符合我的要求，而这么大一个公司的软件，我需要不断的调整话术，生成的图片始终无法达到要求，我不相信那么大公司的ai算法没有一个都没听过名字公司的厉害，想了想，无非就是想坑钱罢了,若能看见光芒,,2026-09-01T11:08:47Z,True,web_ssr_helpful,False,True
ccfc2f5dd1ace0bfdc375febe4867b635a7412c6a051fc5cfa16a387e1499b1b,14496111405,6670396916,可灵AI (国内版),cn,1,好几天打开就是黑屏,本来以为你很好用 结果好几天页面都没显示 就是黑屏,本来以为你很好用 结果好几天页面都没显示 就是黑屏,因心尔雅,3.7.40,2026-09-01T02:08:27Z,False,itunes_rss_mostRecent,False,False
dd4bafe5d1813c1ad4ce92fa51f07a3c46a66a7a20c16640dde0cb3a6053bc4b,14489222195,6670396916,可灵AI (国内版),cn,1,垃圾 根本注册不了,啥意思啊 语音验证完再输手机验证码就显示操作过快，稍后再试，根本就注册不进去,啥意思啊 语音验证完再输手机验证码就显示操作过快，稍后再试，根本就注册不进去,….6啊,3.7.40,2026-08-30T09:23:38Z,False,itunes_rss_mostRecent,False,False
901de8df17aaf0a16e0db1600f115811410d7ea1c5d7db248210dbf7c5d7547b,14484297094,6670396916,可灵AI (国内版),cn,1,垃圾,一直要验证码验证,一直要验证码验证,用户1600,3.7.40,2026-08-29T02:21:21Z,False,itunes_rss_mostRecent,False,False
9d4d1abe09698266b78feeaf385875ebf86e041d5e77e9e86ad32c82fe8a2ab2,14481017274,6670396916,可灵AI (国内版),cn,1,太贵,会员太贵了,会员太贵了,韩菲.,3.7.40,2026-08-28T06:59:09Z,False,itunes_rss_mostRecent,False,False
76fbb05d661fbaffe26b7f1942e7108d1162a98f11cddf0a7ade5e3dbe3cb2c5,14478590248,6670396916,可灵AI (国内版),cn,1,简直是一坨狗屎,听不懂人话似的 千万别下载,听不懂人话似的 千万别下载,小黑大王ं,3.7.40,2026-08-27T15:27:55Z,False,itunes_rss_mostRecent,False,False
fd43b20502b4c1672e28c33f892e3a418aeee30af1e80fc0cfeb69d6fd8d2ded,14476521080,6670396916,可灵AI (国内版),cn,1,坑货,太坑了，新手完全是花钱买教训的，二次修改也要给钱,太坑了，新手完全是花钱买教训的，二次修改也要给钱,？！：、…～,3.7.40,2026-08-27T02:34:03Z,False,itunes_rss_mostRecent,False,False
35e4e063c0fd0a6eea729529e41e60f88c9d3ce0fdca465786a4d0979a4b9dfb,14473037002,6670396916,可灵AI (国内版),cn,5,不错,不错，对提示词的理解比较到位,不错，对提示词的理解比较到位,剑持偏锋,3.7.40,2026-08-26T05:39:47Z,False,itunes_rss_mostRecent,False,False
0259cc92f60e495af907a51266e4dc3916bcfd8e9ed638afa631013774be33b9,14472499096,6670396916,可灵AI (国内版),cn,5,可灵,我觉得比较真实，还好真的是比较不错的，但是做不了那种长视频画质很清晰，有时候都和真人一样的，可以自己发视频转积分比那些坑人的好多了,我觉得比较真实，还好真的是比较不错的，但是做不了那种长视频画质很清晰，有时候都和真人一样的，可以自己发视频转积分比那些坑人的好多了,％不,,2026-08-26T01:51:55Z,True,web_ssr_helpful,False,False
e41eefe62bfeff3696f8b82425365cc3b6b5ea1ee9f5a571facd2773462547ce,14466188680,6670396916,可灵AI (国内版),cn,1,现在工作流那么多，只要用过，谁还用你的平台，你抢的太难看！,辣鸡，一个月用不完的积分给我清零好几次，我花钱买的凭啥清零！所以老子不用你的了，还有我们团队那么多人，拜拜啦！,辣鸡，一个月用不完的积分给我清零好几次，我花钱买的凭啥清零！所以老子不用你的了，还有我们团队那么多人，拜拜啦！,可灵不好玩👎,3.7.31,2026-08-24T12:08:15Z,False,itunes_rss_mostRecent,False,False
d77d5e6cb8c8e37a5565011c372a14dba776ef356e47bb4996041285cff767b7,14466055869,6670396916,可灵AI (国内版),cn,1,不好,要验证两次，验证太麻烦，直接删除，老子不用了。,要验证两次，验证太麻烦，直接删除，老子不用了。,龙文章,3.7.31,2026-08-24T11:22:50Z,False,itunes_rss_mostRecent,False,False
195dbe99493112c9ead1b086e9296124931222646b27464111214267be2dc974,14464824545,6670396916,可灵AI (国内版),cn,1,登陆多次上不去,没法用,没法用,夜夜呻歌,3.7.31,2026-08-24T02:36:29Z,False,itunes_rss_mostRecent,False,False
085d8a04781a4e9ecc1ebe0fe411cb49232d926e9a5e227c207c8a518380aebf,14463207936,6670396916,可灵AI (国内版),cn,5,我爱可灵,非常喜欢,非常喜欢,永远爱抖音直播每天播,3.7.31,2026-08-23T16:39:41Z,False,itunes_rss_mostRecent,False,False
830c45e1a286aae8206a54d7851fe3f57bded1fac189e47400247b0f4530f24e,14460851539,6670396916,可灵AI (国内版),cn,5,容易上手,简单,简单,如花似无，,3.7.31,2026-08-23T01:55:04Z,False,itunes_rss_mostRecent,False,False
c97921db7180ae1a2f2a39b5958871a97e29d82102f1833417108363a770b328,14459245266,6670396916,可灵AI (国内版),cn,1,逆天语音验证码,闻所未闻的语音验证码。短信验证码还没完，之后还要强迫有个语音验证码，没阻拦任何骚扰电话但一直接收不到电话，信号满格也接收不到。好不容易接收到了输入验证码了依然提示繁忙稍后再试，再试就还是死循环。不想让人登陆想精确筛选用户就搞小众搞内测去，别在这从开头就劝退人。,闻所未闻的语音验证码。短信验证码还没完，之后还要强迫有个语音验证码，没阻拦任何骚扰电话但一直接收不到电话，信号满格也接收不到。好不容易接收到了输入验证码了依然提示繁忙稍后再试，再试就还是死循环。不想让人登陆想精确筛选用户就搞小众搞内测去，别在这从开头就劝退人。,Sarqes,,2026-08-22T16:03:38Z,True,web_ssr_helpful,False,False
